
Receipts Entry :9:26:51 AM Tuesday, July 20, 2021
=====================================================================RECEIPTS=====================================================================================
RegNumber  PR69682526944  | Receipt Number   rpt20217117550  | Invoice Number  IN-20217144492  | Created   7/1/2021 2:34:37 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR16899118843  | Receipt Number   rpt20217217642  | Invoice Number  IN-20217144538  | Created   7/2/2021 6:58:21 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR16899118843  | Receipt Number   rpt20217217643  | Invoice Number  IN-20217144538  | Created   7/2/2021 7:02:03 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR7414326897  | Receipt Number   rpt20217217644  | Invoice Number  IN-202162844341  | Created   7/2/2021 7:03:27 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR7414326897  | Receipt Number   rpt20217217645  | Invoice Number  IN-202162844341  | Created   7/2/2021 7:04:13 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR91241626751  | Receipt Number   rpt20217217646  | Invoice Number  IN-202162844355  | Created   7/2/2021 7:11:00 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $8000
RegNumber  PR45758511208  | Receipt Number   rpt20217217647  | Invoice Number  IN-20217244558  | Created   7/2/2021 7:20:07 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR45758511208  | Receipt Number   rpt20217217648  | Invoice Number  IN-20217244558  | Created   7/2/2021 7:20:54 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR60460827001  | Receipt Number   rpt20217217649  | Invoice Number  IN-20217244559  | Created   7/2/2021 7:39:11 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR60460827001  | Receipt Number   rpt20217217650  | Invoice Number  IN-20217244559  | Created   7/2/2021 7:39:47 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR68019919411  | Receipt Number   rpt20217217651  | Invoice Number  IN-202162544264  | Created   7/2/2021 7:40:07 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $6000
RegNumber  PR63212020094  | Receipt Number   rpt20217217652  | Invoice Number  IN-20217244561  | Created   7/2/2021 7:49:42 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR63212020094  | Receipt Number   rpt20217217653  | Invoice Number  IN-20217244561  | Created   7/2/2021 7:52:11 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR97174717179  | Receipt Number   rpt20217217654  | Invoice Number  IN-20217244564  | Created   7/2/2021 8:04:34 AM   |currency    ZWL  | Tender Type    ONEMONEY     |Amount   $4000
RegNumber  PR97174717179  | Receipt Number   rpt20217217655  | Invoice Number  IN-20217244564  | Created   7/2/2021 8:05:10 AM   |currency    ZWL  | Tender Type    ONEMONEY     |Amount   $4000
RegNumber  PR41952825179  | Receipt Number   rpt20217217656  | Invoice Number  IN-20217244565  | Created   7/2/2021 8:12:18 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR41952825179  | Receipt Number   rpt20217217657  | Invoice Number  IN-20217244565  | Created   7/2/2021 8:17:35 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR73238927027  | Receipt Number   rpt20217217658  | Invoice Number  IN-20217244556  | Created   7/2/2021 8:31:30 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $3000
RegNumber  PR73238927027  | Receipt Number   rpt20217217659  | Invoice Number  IN-20217244556  | Created   7/2/2021 8:33:20 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $3000
RegNumber  PR73238927027  | Receipt Number   rpt20217217660  | Invoice Number  IN-20217244556  | Created   7/2/2021 8:34:20 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $2000
RegNumber  PR385545866  | Receipt Number   rpt20217217661  | Invoice Number  IN-20217244554  | Created   7/2/2021 8:37:33 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR385545866  | Receipt Number   rpt20217217662  | Invoice Number  IN-20217244554  | Created   7/2/2021 8:39:11 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR56467024056  | Receipt Number   rpt20217217663  | Invoice Number  IN-20217244567  | Created   7/2/2021 8:51:47 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR56467024056  | Receipt Number   rpt20217217664  | Invoice Number  IN-20217244567  | Created   7/2/2021 8:53:29 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR21327427014  | Receipt Number   rpt20217217666  | Invoice Number  IN-20217144528  | Created   7/2/2021 9:05:45 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR8404326236  | Receipt Number   rpt20217217667  | Invoice Number  IN-20217144501  | Created   7/2/2021 9:05:58 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $8000
RegNumber  PR31224623059  | Receipt Number   rpt20217217669  | Invoice Number  IN-202161043120  | Created   7/2/2021 9:06:43 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $3902
RegNumber  PR21327427014  | Receipt Number   rpt20217217670  | Invoice Number  IN-20217144528  | Created   7/2/2021 9:06:45 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR22790912415  | Receipt Number   rpt20217217671  | Invoice Number  IN-T202171200  | Created   7/2/2021 9:07:36 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $40000
RegNumber  PR4455486481  | Receipt Number   rpt20217217673  | Invoice Number  IN-T202171851  | Created   7/2/2021 9:10:35 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $16000
RegNumber  PR1411179379  | Receipt Number   rpt20217217674  | Invoice Number  IN-20217244571  | Created   7/2/2021 9:11:15 AM   |currency    ZWL  | Tender Type    ONEMONEY     |Amount   $4000
RegNumber  PR1411179379  | Receipt Number   rpt20217217675  | Invoice Number  IN-20217244571  | Created   7/2/2021 9:12:44 AM   |currency    ZWL  | Tender Type    ONEMONEY     |Amount   $4000
RegNumber  PR7089326946  | Receipt Number   rpt20217217676  | Invoice Number  IN-202162944426  | Created   7/2/2021 9:13:12 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $8000
RegNumber  PR79208426211  | Receipt Number   rpt20217217677  | Invoice Number  IN-20216742779  | Created   7/2/2021 9:25:43 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $8000
RegNumber  PR3140062200  | Receipt Number   rpt20217217678  | Invoice Number  IN-20217244576  | Created   7/2/2021 9:35:36 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR3140062200  | Receipt Number   rpt20217217679  | Invoice Number  IN-20217244576  | Created   7/2/2021 9:36:16 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR17699726202  | Receipt Number   rpt20217217680  | Invoice Number  IN-20217244580  | Created   7/2/2021 10:02:22 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR18644413734  | Receipt Number   rpt20217217681  | Invoice Number  IN-20217244572  | Created   7/2/2021 10:07:04 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4800
RegNumber  PR18644413734  | Receipt Number   rpt20217217682  | Invoice Number  IN-20217244572  | Created   7/2/2021 10:08:13 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $3200
RegNumber  PR17699726202  | Receipt Number   rpt20217217683  | Invoice Number  IN-20217244580  | Created   7/2/2021 10:10:45 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR275819545  | Receipt Number   rpt20217217684  | Invoice Number  IN-20217144540  | Created   7/2/2021 10:17:28 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR275819545  | Receipt Number   rpt20217217685  | Invoice Number  IN-20217144540  | Created   7/2/2021 10:18:11 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR3915649917  | Receipt Number   rpt20217217686  | Invoice Number  IN-20217244579  | Created   7/2/2021 10:25:59 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $8000
RegNumber  PR77994726985  | Receipt Number   rpt20217217687  | Invoice Number  IN-20217244582  | Created   7/2/2021 10:31:12 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR77994726985  | Receipt Number   rpt20217217688  | Invoice Number  IN-20217244582  | Created   7/2/2021 10:31:50 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR9688262043  | Receipt Number   rpt20217217689  | Invoice Number  IN-20217244585  | Created   7/2/2021 10:47:24 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR9688262043  | Receipt Number   rpt20217217690  | Invoice Number  IN-20217244585  | Created   7/2/2021 10:52:25 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR447527006  | Receipt Number   rpt20217217691  | Invoice Number  IN-20217244581  | Created   7/2/2021 10:52:49 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4500
RegNumber  PR447527006  | Receipt Number   rpt20217217692  | Invoice Number  IN-20217244581  | Created   7/2/2021 10:53:50 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $3500
RegNumber  PR36043826840  | Receipt Number   rpt20217217693  | Invoice Number  IN-202162544235  | Created   7/2/2021 10:55:53 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $8000
RegNumber  PR972854666  | Receipt Number   rpt20217217695  | Invoice Number  IN-202162544243  | Created   7/2/2021 11:09:18 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $8000
RegNumber  PR2105462816  | Receipt Number   rpt20217217696  | Invoice Number  IN-202162844353  | Created   7/2/2021 11:12:10 AM   |currency    ZWL  | Tender Type    suspense     |Amount   $8000
RegNumber  PR40639921453  | Receipt Number   rpt20217217697  | Invoice Number  IN-20217244593  | Created   7/2/2021 11:25:50 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
RegNumber  PR40639921453  | Receipt Number   rpt20217217698  | Invoice Number  IN-20217244593  | Created   7/2/2021 11:26:32 AM   |currency    ZWL  | Tender Type    ECOCASH     |Amount   $4000
